Date,AAPL,AMZN,GOOGL,MSFT,TSLA,BRK_B,META,NVDA,UNH,SP_500,CPI,Total_nonfarm,Total_private,Average_weekly_earnings,FEDFUNDS,GDP
2022-06,-0.056801086118959246,-0.0792916079694103,-0.02435995795878362,-0.19067439409905163,-0.12962605438489982,-0.15195310050786892,-0.16799220072861606,-0.07026143790849675,0.0197172471307731,-0.08795280275782996,8.01045995451126,370.0,382.0,1113.43,1.21,275.38135557837643
2022-07,0.08033456525967701,0.17479052823315125,0.027999999999999983,0.15962502441247303,0.25027838403634584,0.09947876233780646,-0.027505396238051236,0.2478031634446398,0.05152370752604428,0.07959344847714869,5.988326180119151,568.0,493.0,1118.62,1.68,317.2684964224974
2022-08,-0.04432841195534751,-0.005798809228479299,-0.021489211177927067,-0.13636108460113391,-0.0002850017812610762,-0.0341940689933428,0.05948379732386325,-0.04040029651593786,-0.03553637895594515,-0.02120210504167754,8.04803616793306,352.0,306.0,1118.84,2.33,257.0630159152418
2022-09,-0.1021138701533592,-0.1186800162190824,-0.12291007681879808,-0.21431357254290176,-0.05158221081890108,-0.06280243690165369,-0.18567067696175246,-0.11877172653534174,-0.018662877769670953,-0.0917821264938123,7.72921604833856,350.0,344.0,1125.54,2.56,281.9480725747234
2022-10,-0.019010449452347984,0.08405294450736127,-0.016795466254507938,0.13990237445189052,-0.15012493189802548,0.10686824412168953,-0.27805953693495045,-0.09217619986850756,0.08589317159068671,0.06835595627332472,6.69366641779918,324.0,299.0,1130.04,3.08,301.20815155455705
2022-11,0.029132443531827527,-0.07678495641670198,-0.0062879899392161865,0.13928001161271583,-0.19346567045404303,0.05755419826834008,0.11494603950315624,-0.10708767864040172,-0.0455495495495495,0.019405695737856932,5.91661658760609,290.0,228.0,1131.6,3.78,332.3957809698103
2022-12,-0.009810034501392464,-0.09183493051380892,-0.0826829782746255,-0.08683187870293685,-0.3424875294633558,-0.02595754133214866,0.07898822025385802,-0.10111387477019568,0.0005285811372045093,-0.03237659141105532,6.554622614768929,260.0,269.0,1132.79,4.1,263.4681967386835
2023-01,0.021997397254523238,0.11128416789969622,0.11370429983904345,0.33734477466164364,0.3719883284701958,0.0025737090731390144,0.2521157752200406,0.21697545717035605,-0.06037735849056604,0.050088011156785205,7.40659988402694,482.0,359.0,1144.22,4.33,247.30403551676287
2023-02,0.023084822345450833,0.03048353188507374,-0.07783627542066693,0.21922846187954828,0.2796378440785077,-0.009261064534997148,0.16187901318012854,-0.07923483762542632,-0.03078313253012045,-0.010858400586940537,7.880495894967001,287.0,226.0,1143.68,4.57,243.38945656738076
2023-03,0.13915766651945247,0.1046582794967697,0.1339975372215381,0.16121855211364028,-0.06201624008737358,0.0033126701433303517,0.20558464223385692,0.09684346145587283,-0.02310066919427359,0.01986075596086679,4.62475076644842,146.0,91.0,1145.86,4.65,310.64780473736886
2023-04,0.07147640362316277,0.03724452105392768,0.056663376110562776,0.0031319086219602377,-0.18544018630081505,0.06387708401438386,0.15330052113491593,0.05452231793265473,0.03641414998303363,0.018108170741929667,5.186168013480691,278.0,231.0,1146.99,4.83,231.71952946266364
2023-05,0.09302325581395358,0.05243634637070437,0.14676756352765313,0.4504315886134067,0.24164077066500927,-0.01327433628318582,0.08782059328061592,0.12735542560103963,-0.02162925371912663,0.014797935892561724,4.83841780786021,303.0,254.0,1153.78,5.06,228.4855315170487
2023-06,0.016431430377080197,0.08067108416748912,-0.02101832993890019,0.05551053484602918,0.3044348783662029,0.054995017438963525,0.0952307692307692,0.06603540551667349,-0.00025098301681587164,0.05528856478808035,4.39642524892616,240.0,185.0,1159.28,5.08,229.82198837400173
